model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_702","Invertebrate_Diversity_Herbivore_nativeness","Invertebrate_Diversity","Herbivore_nativeness","yes","no","yes","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",7,2,49,111,19," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_702.Rds","outputs/revision/models/model_182.Rds",81.1014476032907,81.4141601585786,366.273025609818,361.640900255287,1.16785768458383e-08,8.14606587764298e-09,0.405651107423634,0.41322986373921,"model_182","no",353.61845863753,12.6545669722882,"no",0.443048460702357,0.505654751262363,1.13903801145563,2.30667452170456,0.0183402918825788
"model_703","Invertebrate_Diversity_Herbivore_nativeness","Invertebrate_Diversity","Herbivore_nativeness","yes","yes","no","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",7,2,49,111,19," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_703.Rds","outputs/revision/models/model_183.Rds",85.0982928349914,85.315074629044,361.075340357892,356.464297243391,0.0132784011545564,0.0132788575887124,0.539805644993116,0.548059833575082,"model_183","no",353.61845863753,7.4568817203625,"no",0.464130700731971,0.495699785733011,1.21867893484108,2.4348734430785,0.015060743510654
"model_704","Invertebrate_Diversity_Herbivore_nativeness","Invertebrate_Diversity","Herbivore_nativeness","yes","yes","yes","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",7,2,49,111,19," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_704.Rds","outputs/revision/models/model_184.Rds",81.5317060769109,81.8313210489835,370.736420350068,366.100602336062,1.44825015833163e-08,1.13590881224724e-08,0.417303811411339,0.424883782540202,"model_184","no",353.61845863753,17.1179617125379,"no",0.439355801227521,0.50743354663893,1.13635431652648,2.30524674767845,0.0178401046129491
"model_705","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","no","no","no","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / data_point_ID)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_705.Rds","outputs/revision/models/model_185.Rds",87.5817412440888,87.5794548577703,297.652387768888,292.904768369596,0.179905934320151,0.179961298454925,0.613417606115441,0.61378644832643,"model_185","no",297.652387768888,0,"yes",0.0145545355061358,0.903974458305687,0.0117838937565136,0.0273638665787046,0.000600929218940188
"model_706","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","no","no","yes","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_706.Rds","outputs/revision/models/model_186.Rds",83.0908467678844,83.092586235372,306.811532040987,302.066392073974,9.33512118039346e-09,1.74104772205533e-08,0.427400170859643,0.427800030299735,"model_186","no",297.652387768888,9.15914427209918,"no",0.0170339677853235,0.896159585757502,0.0136911021513044,0.0320127282717335,0.000934687732049395
"model_707","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","no","yes","no","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_707.Rds","outputs/revision/models/model_187.Rds",87.5698576129099,87.5675317356209,302.337730373679,297.589972995291,0.00655767657252946,0.00656750758032832,0.612748005687496,0.613114326975196,"model_187","no",297.652387768888,4.68534260479089,"no",0.0144165564099694,0.904428516663855,0.0117033213112811,0.0272065070982565,0.000597476313279493
"model_708","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","no","yes","yes","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_708.Rds","outputs/revision/models/model_188.Rds",83.249368211433,83.251138747991,311.506814744226,306.761624828896,9.47586822890096e-09,1.49155829331262e-08,0.432268033702497,0.432673815427912,"model_188","no",297.652387768888,13.8544269753388,"no",0.0169840194673725,0.896311080753004,0.0136775893809686,0.0320267793381401,0.000937846735683594
"model_709","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","yes","no","no","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_709.Rds","outputs/revision/models/model_189.Rds",88.2439177820284,88.244537393585,300.158021836772,295.415601867849,0.0607315937896612,0.0605862146220716,0.65286822636626,0.653437150035709,"model_189","no",297.652387768888,2.50563406788433,"no",0.0197539658751111,0.888226396326694,0.0224014969209142,0.0488655704862996,0.000870663183777701
"model_710","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","yes","no","yes","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_710.Rds","outputs/revision/models/model_190.Rds",84.3041169937172,84.3108119631406,309.341688213778,304.601776815301,1.84984785994276e-08,1.74753224492313e-08,0.467160804207184,0.467776628351687,"model_190","no",297.652387768888,11.6893004448901,"no",0.0222625363213638,0.881390805698069,0.0250402132260447,0.0550021240163222,0.00131649190485056
"model_711","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","yes","yes","no","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_711.Rds","outputs/revision/models/model_191.Rds",88.2412907318318,88.2417641221114,304.833622631996,300.090875216433,0.00698345885100433,0.00700318947334875,0.652702935266132,0.653262500993834,"model_191","no",297.652387768888,7.18123486310873,"no",0.0194265192345711,0.889150627415571,0.0221243911350892,0.0482736125588704,0.00085657102137423
"model_712","Invertebrate_Diversity_Invasive","Invertebrate_Diversity","Invasive","yes","yes","yes","Invertebrates","!is.na(Invasive) & analysis_group == 'Invertebrate_Diversity'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,6,111,19," ~ Invasive"," ~ 1","outputs/revision/models/model_712.Rds","outputs/revision/models/model_192.Rds",84.4594959503806,84.4661112797335,314.029257726577,309.289158585177,1.88453821114131e-08,1.24886263545925e-08,0.47270125004349,0.473323455114518,"model_192","no",297.652387768888,16.3768699576891,"no",0.0220747933980192,0.881888303305395,0.0249053372203943,0.0547485552560205,0.00131454518956367
"model_713","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_713.Rds","outputs/revision/models/model_193.Rds",75.4616767159315,78.3033822905915,354.545889523047,354.865643015046,0.169491564878176,0.22660909312701,0.406570272444097,0.469721409104157,"model_193","no",339.45881547157,15.0870740514768,"no",5.17956589636066,0.0228540330343941,4.29374087192239,10.7978138013122,0.134443811663812
"model_714","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_714.Rds","outputs/revision/models/model_194.Rds",52.6932533627455,62.6913672995191,361.356203794534,362.100232019893,0.0337123755511955,0.0465279373137329,0.147260403235324,0.218700753316378,"model_194","no",339.45881547157,21.8973883229647,"no",5.60384062972048,0.0179211494594233,4.43545449104479,11.39043951314,0.326657997275879
"model_715","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_715.Rds","outputs/revision/models/model_195.Rds",77.3664808670497,79.3424200893128,339.45881547157,337.717780808087,2.40354879751132e-09,3.90690113061719e-06,0.4519129762932,0.499893939869298,"model_195","no",339.45881547157,0,"yes",3.11877774087867,0.0773948161916304,2.97401379305034,7.01400144723824,0.0959822869399924
"model_716","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_716.Rds","outputs/revision/models/model_196.Rds",77.1635715414114,79.1966358865798,349.067357145755,347.330561919614,1.26776170979023e-11,7.37002276961429e-11,0.44672287547692,0.495478750610987,"model_196","no",339.45881547157,9.60854167418518,"no",3.12301717822106,0.0771937289935746,2.97586317243838,7.0017830431198,0.0984015461287589
"model_717","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~1 | site_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_717.Rds","outputs/revision/models/model_197.Rds",75.4616766121488,78.3033783626561,359.405701968258,359.725455461176,2.39190819628272e-09,4.62655278276332e-09,0.406570270165387,0.469721300503599,"model_197","no",339.45881547157,19.9468864966882,"no",5.17956589727965,0.0228540330223062,4.29374086304632,10.7978138353851,0.134443616396589
"model_718","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_718.Rds","outputs/revision/models/model_198.Rds",53.9796235825756,62.6916697062761,366.221154241334,366.960044435661,4.1908840675024e-09,2.13163056556833e-08,0.15507212529444,0.218703580983062,"model_198","no",339.45881547157,26.7623387697638,"no",5.59870259868876,0.017973783046498,4.39879015001716,11.371784880283,0.290948394180846
"model_719","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_719.Rds","outputs/revision/models/model_199.Rds",77.3664209686753,79.3420736199507,344.318628107254,342.577607465682,4.84705137187365e-09,1.06155425364908e-07,0.451911430455939,0.499883372897704,"model_199","no",339.45881547157,4.85981263568368,"no",3.1187917627903,0.0773941501688461,2.97401730299933,7.01403145431135,0.0959662694193722
"model_720","Litter_Cover_Herbivore_nativeness","Litter_Cover","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",15,2,38,91,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_720.Rds","outputs/revision/models/model_200.Rds",77.1636140750302,79.1966135037267,353.927169536582,352.190386027354,6.74269217168453e-12,2.50152017455721e-08,0.446723953755139,0.495478077479807,"model_200","no",339.45881547157,14.4683540650121,"no",3.12302889513421,0.0771931740103621,2.97586259797779,7.00175821191323,0.0983981450252064
"model_721","Litter_Cover_Invasive","Litter_Cover","Invasive","no","no","no","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_721.Rds","outputs/revision/models/model_201.Rds",74.2365383953069,76.1613883351777,266.336389539529,264.517268453543,0.0610045021857711,0.06653811359863,0.353808008869946,0.380902616592284,"model_201","no",254.381524453743,11.954865085786,"no",2.7860491000018,0.0950884054662716,2.24955844954694,4.65048316026657,0.0711326374303691
"model_722","Litter_Cover_Invasive","Litter_Cover","Invasive","no","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_722.Rds","outputs/revision/models/model_202.Rds",22.2758971667027,24.8625394358228,273.657153746111,271.865836797206,5.6761464353735e-09,3.55048288883046e-09,0.0351911653113734,0.0394501841508666,"model_202","no",254.381524453743,19.2756292923677,"no",2.81385323708332,0.0934536608307628,2.27135789021456,4.54502703652824,0.107959415935949
"model_723","Litter_Cover_Invasive","Litter_Cover","Invasive","no","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_723.Rds","outputs/revision/models/model_203.Rds",78.8890228959103,80.6917233526086,254.381524453743,251.537503113343,1.71590472632644e-09,3.98361754770559e-10,0.458841196723664,0.498247973539921,"model_203","no",254.381524453743,0,"yes",1.76114884558831,0.184481283420074,1.99788213306211,3.23212839939618,0.0790906916013765
"model_724","Litter_Cover_Invasive","Litter_Cover","Invasive","no","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_724.Rds","outputs/revision/models/model_204.Rds",78.8264729691938,80.6406936132905,263.57967205289,260.736738226412,3.94270182339151e-09,3.21746530150312e-08,0.457122974134563,0.496620364449677,"model_204","no",254.381524453743,9.19814759914664,"no",1.7622363595105,0.184345816531977,1.99887200042164,3.23246692420038,0.0795323614223572
"model_725","Litter_Cover_Invasive","Litter_Cover","Invasive","yes","no","no","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~1 | site_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_725.Rds","outputs/revision/models/model_205.Rds",74.2167224514357,76.1087145699061,270.82131722322,268.973726295833,0.0218477031587178,0.0261752852706411,0.353441717584431,0.379799976064251,"model_205","no",254.381524453743,16.4397927694773,"no",2.75757925860034,0.0967946017843787,2.23609339266501,4.62850438664145,0.069400368986229
"model_726","Litter_Cover_Invasive","Litter_Cover","Invasive","yes","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_726.Rds","outputs/revision/models/model_206.Rds",16.5249330088236,18.7187317853551,278.074183973809,276.245086560013,9.91830517852286e-13,3.53153423306248e-12,0.0243073208063645,0.027456552986296,"model_206","no",254.381524453743,23.6926595200662,"no",2.77607277219158,0.0956825290116605,2.25216751645088,4.50218853897131,0.114698745377955
"model_727","Litter_Cover_Invasive","Litter_Cover","Invasive","yes","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_727.Rds","outputs/revision/models/model_207.Rds",78.8890224027025,80.6917165980068,258.98669462353,256.1426732984,1.61857300810768e-10,4.742838546385e-10,0.458841183135292,0.498247757530528,"model_207","no",254.381524453743,4.60517016978719,"no",1.76114886085773,0.184481281517218,1.99788213358728,3.23212849284259,0.0790903196244108
"model_728","Litter_Cover_Invasive","Litter_Cover","Invasive","yes","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Litter_Cover'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",6,2,9,91,28," ~ Invasive"," ~ 1","outputs/revision/models/model_728.Rds","outputs/revision/models/model_208.Rds",78.8890223685712,80.6917145105618,268.197034998243,265.353013677562,7.10744111026586e-11,3.96022668611832e-10,0.458841182194941,0.498247690774926,"model_208","no",254.381524453743,13.8155105445003,"no",1.76114886530684,0.184481280962776,1.99788212495411,3.23212848565174,0.0790901981275545
"model_729","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","no","no","no","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_729.Rds","outputs/revision/models/model_209.Rds",60.0108235487414,65.847644936388,336.065748820932,334.189344581086,0.0824916950648813,0.0803699274604563,0.276930373843437,0.355692317285051,"model_209","no",336.065748820932,0,"yes",2.95987766710607,0.085354398361263,3.93558430545151,13.4941895462055,0.221432793496337
"model_730","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","no","no","yes","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_730.Rds","outputs/revision/models/model_210.Rds",45.7969841631634,57.7405326464045,337.635186487016,335.989296854057,5.60840811499707e-10,4.38138550006784e-10,0.15591822924474,0.252064486446496,"model_210","no",336.065748820932,1.56943766608447,"no",3.19039227399264,0.0740722351061796,4.21273175194192,13.345474609422,0.381435157951792
"model_731","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","no","yes","no","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_731.Rds","outputs/revision/models/model_211.Rds",67.6703240442397,71.4372374238317,338.733184270967,335.858519920147,9.24486345850404e-09,3.50633608527778e-09,0.386260563665554,0.461401855244777,"model_211","no",336.065748820932,2.66743545003527,"no",1.9616175561315,0.161340429364257,2.6148517570491,6.91673607984613,0.162854333429933
"model_732","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","no","yes","yes","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_732.Rds","outputs/revision/models/model_212.Rds",62.7392840108803,68.555652514595,341.720411805883,338.99669236258,0,2.83637688731052e-12,0.310721874128579,0.402212512269865,"model_212","yes",336.065748820932,5.65466298495142,"no",2.11256246364883,0.146094503777452,2.84015539999592,6.90205020957791,0.227468403767361
"model_733","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","yes","no","no","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_733.Rds","outputs/revision/models/model_213.Rds",60.010634694312,66.7185599517074,340.902030755094,338.745640697069,1.66493240414588e-09,0.0686988613472794,0.276928194510066,0.36982771091124,"model_213","no",336.065748820932,4.83628193416229,"no",2.67989184892622,0.101622629676065,3.93557599663138,13.4942567660167,0.251196742862437
"model_734","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","yes","no","yes","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_734.Rds","outputs/revision/models/model_214.Rds",45.7969842117363,59.3444114032761,342.47146839551,340.531012885464,2.38631519530232e-10,3.23082401156619e-10,0.155918229549832,0.269286429875522,"model_214","no",336.065748820932,6.40571957457883,"no",2.89582639690457,0.0888092228762341,4.21273173911549,13.3454746779832,0.420994850643218
"model_735","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","yes","yes","no","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_735.Rds","outputs/revision/models/model_215.Rds",67.6704118997732,71.437313848508,343.569466174559,340.694801839865,3.22488245173891e-12,1.03305347658961e-10,0.386262114805786,0.461403583425852,"model_215","no",336.065748820932,7.50371735362774,"no",1.96161757225741,0.161340427641725,2.61485435556297,6.91671662307856,0.162854107161786
"model_736","Mammal_Abundance_Africa_Comparison","Mammal_Abundance","Africa_Comparison","yes","yes","yes","Vertebrates","!is.na(Africa_Comparison) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,11,115,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_736.Rds","outputs/revision/models/model_216.Rds",62.7392871701381,68.555651301793,346.556693699159,343.832974276561,0,7.63850048724595e-15,0.310721916120543,0.402212489641165,"model_216","yes",336.065748820932,10.4909448782278,"no",2.11256248435257,0.146094501801315,2.8401553535643,6.90204948246407,0.227468255901864
"model_737","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","no","no","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_737.Rds","outputs/revision/models/model_217.Rds",73.9218831287061,75.2642717147627,375.252497557033,371.639959356661,0.0300253763412128,0.0296721853413532,0.238500152081202,0.257094277153211,"model_217","no",373.905538409889,1.34695914714422,"no",1.47505813486004,0.224549326544987,1.26742354570532,5.12243665334179,0.0723241500273792
"model_738","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","no","no","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_738.Rds","outputs/revision/models/model_218.Rds",70.1815780619097,71.9957151093648,373.905538409889,370.307251802437,2.19205347758609e-10,2.4615796594666e-10,0.198029704429636,0.217225302256854,"model_218","no",373.905538409889,0,"yes",1.48930972778055,0.222323590359944,1.27604633309895,4.80297020392458,0.088367228070516
"model_739","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","no","yes","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_739.Rds","outputs/revision/models/model_219.Rds",73.6353123032601,74.8109641875375,375.968568042801,372.260571991264,0.0149665673579405,0.0147673142874512,0.234993239162795,0.250946969727506,"model_219","no",373.905538409889,2.06302963291256,"no",1.37960028369457,0.240169245285107,1.16950825075325,4.8128909594019,0.0635741112237144
"model_740","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","no","yes","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_740.Rds","outputs/revision/models/model_220.Rds",70.1815768704619,71.9957105706793,378.993134746836,375.394848130486,4.31779849542427e-11,3.30038113670052e-11,0.198029693155129,0.217225253356805,"model_220","no",373.905538409889,5.08759633694712,"no",1.48930971888234,0.222323591741348,1.27604631570243,4.80297035620828,0.0883670747532567
"model_741","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","yes","no","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_741.Rds","outputs/revision/models/model_221.Rds",73.8653990846663,75.1495696005662,380.181292132717,376.102615867187,0.0293698883053791,0.0296330825841042,0.237802842634481,0.255517606246784,"model_221","no",373.905538409889,6.2757537228286,"no",1.00892006970219,0.315161695941947,1.01284759109604,4.14772034608487,0.0693289353814408
"model_742","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","yes","no","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_742.Rds","outputs/revision/models/model_222.Rds",70.1401282987472,71.870750065422,378.821255813023,374.734733588964,2.067398728102e-10,1.63194870240726e-10,0.197638015473996,0.215884903072806,"model_222","no",373.905538409889,4.91571740313464,"no",1.00107411117318,0.317050743911813,1.00675856217075,3.83618869444713,0.0845213692068881
"model_743","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","yes","yes","no","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_743.Rds","outputs/revision/models/model_223.Rds",73.5992879505481,74.7442993885762,380.876922364084,376.701155240137,0.0148964292439484,0.0147004883205404,0.234557777646611,0.250061540493677,"model_223","no",373.905538409889,6.97138395419523,"no",0.911829211285692,0.339629540566969,0.908709888573663,3.78694823929475,0.0619997893976762
"model_744","Mammal_Abundance_Herbivore_nativeness","Mammal_Abundance","Herbivore_nativeness","yes","yes","yes","Vertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Mammal_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,11,151,14," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_744.Rds","outputs/revision/models/model_224.Rds",70.1402414848292,71.8707122892048,383.908852147605,379.822329936302,1.63896971633724e-11,3.91548737301282e-11,0.19763908357092,0.215884499678441,"model_224","no",373.905538409889,10.0033137377163,"no",1.0010741239293,0.317050740828519,1.00676914275643,3.83620735027655,0.0845147110362144
