response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 1739,DIVERSITY,Richness,vegetation,Vascular Plants,Inferred_Native,understorey,,,Higher_level,total,Species richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1740,DIVERSITY,Beta_Diversity,vegetation,Vascular Plants,Inferred_Native,understorey,,,Higher_level,total,"Jaccard dissimilarity (beta diversity within exclosure or control, between plots)",metric,Aboveground,Living,Plants,Plant_Beta_Div,,,,Native_Plant_Beta_Div
response combo 1741,SOIL_STRUCTURE,Thawing_Degree_Days,soil,Soil,Inferred_Native,5 cm depth,,,,total,Accumulated soil thawing degree days,days over 344 days,Belowground,Living,,,,,,
response combo 1742,SOIL_STRUCTURE,Soil_Temperature,soil,Soil,Inferred_Native,5 cm depth,,,,total,Mean soil temperature,Celsius,Belowground,Living,Soil,Soil_Temperature,,,,
response combo 1743,ABUNDANCE,Cover,vegetation,Woody,Inferred_Native,canopy,over_2m,,Higher_level,total,Canopy cover,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1744,ABUNDANCE,Cover,vegetation,Total,Unspecified,understorey,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1745,SOIL_NUTRIENTS,Labile_P,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Exchangeable phosphorous,mg / dm3,Belowground,Abiotic,Soil,Soil_Labile_P,,,,
response combo 1746,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Cation exchange capacity,meq / 100 cm3,Belowground,Abiotic,,,,,,
response combo 1747,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Percent base saturation,% of CEC,Belowground,Abiotic,,,,,,
response combo 1748,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Ph,pH,Belowground,Abiotic,,,,,,
response combo 1749,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Organic matter,g / 100 cm3,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1750,SOIL_CHEMISTRY,Cation_Exchange_Capacity,soil,Structure,Unspecified,A horizon (up to 25 cm depth),,,,cation adsorption,Cation exchange capacity,meq / 100 cm3,Belowground,Living,,,,,,
response combo 1751,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,A horizon (up to 25 cm depth),,,,Base cations,Percent base saturation,% of CEC,Belowground,Living,Soil,Soil_Moisture,,,,
response combo 1752,SOIL_CHEMISTRY,pH,soil,Nutrients,Unspecified,A horizon (up to 25 cm depth),,,,pH,Ph,pH,Belowground,Living,,,,,,
response combo 1753,SOIL_NUTRIENTS,Macronutrient,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Exchangeable potassium,meq / 100 cm3,Belowground,Abiotic,,,,,,
response combo 1754,SOIL_NUTRIENTS,Total_Ca,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Exchange calcium,meq / 100 cm3,Belowground,Abiotic,Soil,Soil_Total_Ca,,,,
response combo 1755,SOIL_NUTRIENTS,Total_Mg,soil,Nutrients,Unspecified,0-25 cm (A-horizon),,,,Soil,Exchangeable magnesium,meq / 100 cm3,Belowground,Abiotic,Soil,Soil_Total_Mg,,,,
response combo 1756,SOIL_NUTRIENTS,Labile_P,soil,Nutrients,Unspecified,0-25 (B-horizon),,,,Soil,Exchangeable phosphorous,mg / dm3,Belowground,Abiotic,Soil,Soil_Labile_P,,,,
response combo 1757,SOIL_NUTRIENTS,Macronutrient,soil,Nutrients,Unspecified,0-25 (B-horizon),,,,Soil,Exchangeable potassium,meq / 100 cm3,Belowground,Abiotic,,,,,,
response combo 1758,SOIL_NUTRIENTS,Total_Ca,soil,Nutrients,Unspecified,0-25 (B-horizon),,,,Soil,Exchangeable calcium,meq / 100 cm3,Belowground,Abiotic,Soil,Soil_Total_Ca,,,,
response combo 1759,SOIL_NUTRIENTS,Total_Mg,soil,Nutrients,Unspecified,0-25 (B-horizon),,,,Soil,Exchangeable magnesium,meq / 100 cm3,Belowground,Abiotic,Soil,Soil_Total_Mg,,,,
response combo 1760,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,,,Species,Fagus grandifolia,Growth rate_shoot elongation,cm,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1761,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,,,Species,Fagus grandifolia,Growth rate_radial increment,mm,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1762,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,,,Species,Fagus grandifolia,Leaf production_leaf litter,g/m2,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1763,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,,,Species,Fagus grandifolia,Recruitment_root suckers,count / m2,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1764,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Tree,Inferred_Native,,,,Higher_level,total,Density,trees / hectare,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1765,DIVERSITY,Richness,vegetation,Tree,Inferred_Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Woody_Diversity,,,Native_Plant_Diversity
response combo 1766,ABUNDANCE,Cover,vegetation,Total,Inferred_Native,understorey,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1767,SOIL_PROCESS,Decomposition_Rate,soil,Process,Inferred_Native,surface,,,,litter,Litter decomposition_proportion decomposed,ratio,Belowground,Living,Soil,Soil_Decomposition_Rate,,,,
response combo 1768,,Demography,vegetation,Vegetation,Inferred_Native,,,,Higher_level,total,Proportion of seeds predated/removed,ratio,Aboveground,,,,,,,
response combo 1769,SOIL_COVER,Litter_Cover,soil,Structure,Inferred_Native,surface,,,,litter,Log litter depth,log cm,Aboveground,Dead,Soil,Dead_Vegetation,Litter_Cover,,,
response combo 1770,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Isoptera,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1771,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Blattodea,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1772,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Orthopterans,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 1773,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Araneae,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 1774,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1775,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Litter Dwelling Spiders,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 1776,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Inferred_Native,,,,,total,Abundance_number of individuals,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1777,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Woody,Unspecified,,young,saplings,Higher_level,total,Abundance_individuals / m2,count,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1778,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Tree,Unspecified,,young,seedling,Higher_level,total,Abundance_individuals / m2,count,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1779,DIVERSITY,Richness,invertebrates,Litter Arthropods,Unspecified,,,,,total,Richness_orders,count,Aboveground,Living,Invertebrates,Invertebrate_Diversity,,,,
response combo 1780,DIVERSITY,Richness,invertebrates,Soil Arthropods,Unspecified,,,,,total,Rarefied richness,count,Belowground,Living,Invertebrates,Invertebrate_Diversity,,,,
response combo 1781,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Litter Arthropods,Unspecified,,,,,total,Abundance,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1782,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Formicidae,Unspecified,,,,,total,Abundance,count,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1783,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Soil Arthropods,Unspecified,0-15 cm deep,,,,total,Abundance,count,Belowground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1784,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Laughing Gull,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,Bird_Omnivore_Abundance,,
response combo 1785,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,total,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,,,
response combo 1786,DIVERSITY,Richness,birds,Birds,Reported_Native,,,,,total,Richness,count,Marine,Living,Vertebrates,Vertebrate_Diversity,Bird_Diversity,,,
response combo 1787,ABUNDANCE,Abundance_Density_Freq_Counts,fish,Fish,Reported_Native,,,,,Fundulus heteroclitus,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Fish_Abundance,,,
response combo 1788,ABUNDANCE,Abundance_Density_Freq_Counts,fish,Fish,Reported_Native,,,,,Lagodon rhomboides,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Fish_Abundance,,,
response combo 1789,ABUNDANCE,Abundance_Density_Freq_Counts,fish,Fish,Reported_Native,,,,,total,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Fish_Abundance,,,
response combo 1790,DIVERSITY,Richness,fish,Fish,Reported_Native,,,,,total,Richness,count,Marine,Living,Vertebrates,Vertebrate_Diversity,Fish_Diversity,,,
response combo 1791,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Crab,Reported_Native,,,,,Sesarma reticulatum,Abundance,count,Marine,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1792,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Forster's Tern,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,Bird_Carnivore_Abundance,Vert_Carn_Abundance,
response combo 1793,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Willet,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,Bird_Carnivore_Abundance,Vert_Carn_Abundance,
response combo 1794,ABUNDANCE,Abundance_Density_Freq_Counts,birds,Birds,Reported_Native,,,,,Sandpiper,Abundance,count,Marine,Living,Vertebrates,Vertebrate_Abundance,Bird_Abundance,Bird_Carnivore_Abundance,Vert_Carn_Abundance,
response combo 1795,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-5 cm,,,,Soil,Soil organic matter,%,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1796,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Woody Vegetation,Unspecified,0.5-2 m,seedbank,saplings,Higher_level,total,Density_stems / ha,stems / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1797,DIVERSITY,Richness,vegetation,Woody Vegetation,Unspecified,0.5-2 m,seedbank,saplings,Higher_level,total,Species richness per plot,species / plot,Aboveground,Living,Plants,Plant_Diversity,Woody_Diversity,,,Native_Plant_Diversity
response combo 1798,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Acer rubrum,Mortality rate,rate,Aboveground,,,,,,,
response combo 1799,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Fraxinus pennsylvanica,Mortality rate,rate,Aboveground,,,,,,,
response combo 1800,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Carpinus caroliniana,Mortality rate,rate,Aboveground,,,,,,,
response combo 1801,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Liquidambar styraciflua,Mortality rate,rate,Aboveground,,,,,,,
response combo 1802,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Fagus grandifolia,Mortality rate,rate,Aboveground,,,,,,,
response combo 1803,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Liriodendron tulipifera,Mortality rate,rate,Aboveground,,,,,,,
response combo 1804,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Fagus grandifolia,Seedling recruitment rate,no / m2 / yr,Aboveground,,,,,,,
response combo 1805,,Demography,vegetation,Total,Reported_Native,,,seedling,Higher_level,total,Seedling recruitment rate,no / m2 / yr,Aboveground,,,,,,,
response combo 1806,,Demography,vegetation,Tree,Reported_Native,,young,seedling,Species,Fagus grandifolia,Seedling population increase rate,no / m2 / yr,Aboveground,,,,,,,
response combo 1807,,Demography,vegetation,Total,Reported_Native,,,seedling,Higher_level,total,Seedling population increase rate,no / m2 / yr,Aboveground,,,,,,,
response combo 1808,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Acer rubrum,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1809,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Carpinus caroliniana,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1810,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Fagus grandifolia,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1811,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Fraxinus pennsylvanica,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1812,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Liquidambar styraciflua,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1813,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Tree,Reported_Native,,young,seedling,Species,Liriodendron tulipifera,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1814,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Total,Reported_Native,,,seedling,Higher_level,total,Seedling basal diameter increment_growth rate,mm / yr,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1815,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,Unspecified,0-10 cm deep,,,,compaction,Bulk density,g / cm3,Belowground,Living,Soil,Soil_Compaction,,,,
response combo 1816,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,Unspecified,0-10 cm deep,,,,total,Percent water-stable soil macroaggregates_>250 um,%,Belowground,Living,,,,,,
response combo 1817,SOIL_NUTRIENTS,Macronutrient,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,K mg / cm3,mg / cm3,Belowground,Abiotic,,,,,,
response combo 1818,SOIL_NUTRIENTS,Total_Ca,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Ca mg / cm3,mg / cm3,Belowground,Abiotic,Soil,Soil_Total_Ca,,,,
response combo 1819,SOIL_NUTRIENTS,Total_Mg,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Mg mg / cm3,mg / cm3,Belowground,Abiotic,Soil,Soil_Total_Mg,,,,
response combo 1820,SOIL_NUTRIENTS,Total_P,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,P mg / cm3,mg / cm3,Belowground,Abiotic,Soil,Soil_Total_P,,,,
response combo 1821,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Ph,pH,Belowground,Abiotic,,,,,,
response combo 1822,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Soil organic carbon,kg / m2,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1823,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Soil organic nitrogen,g / m2,Belowground,Abiotic,,,,,,
response combo 1824,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Labile carbon,mg / g,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1825,SOIL_NUTRIENTS,Total_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Soil % n,%,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 1826,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Soil % c,%,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1827,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Volumetric water content,%,Belowground,Living,Soil,Soil_Moisture,,,,
response combo 1828,SOIL_NUTRIENTS,C:N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,C : n,ratio,Belowground,Abiotic,Soil,Soil_C:N,,,,
response combo 1829,SOIL_NUTRIENTS,Labile_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Resin nh4+,ug / 10 cm2 / 4 weeks,Belowground,Abiotic,Soil,Soil_Labile_N,,,,
response combo 1830,SOIL_NUTRIENTS,Labile_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Resin no3-,ug / 10 cm2 / 4 weeks,Belowground,Abiotic,Soil,Soil_Labile_N,,,,
response combo 1831,SOIL_NUTRIENTS,Labile_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Resin total inorganic n,ug / 10 cm2 / 4 weeks,Belowground,Abiotic,Soil,Soil_Labile_N,,,,
response combo 1832,PLANT_NUTRIENTS,Omit,vegetation,Tree Fern,Reported_Native,,,mid canopy,Species,Cheirodendron trigynum,Foliar n15,1/1000,Aboveground,Living,,,,,,
response combo 1833,PLANT_NUTRIENTS,Omit,vegetation,Tree,Reported_Native,,,mid canopy,Species,Cibotium glaucum,Foliar n15,1/1000,Aboveground,Living,,,,,,
response combo 1834,PLANT_NUTRIENTS,Omit,vegetation,Tree,Reported_Native,,,canopy,Species,Metrosideros polymorpha,Foliar n15,1/1000,Aboveground,Living,,,,,,
response combo 1835,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Water-filled pore space,%,Belowground,Living,,,,,,
response combo 1836,SOIL_STRUCTURE,Soil_Porosity,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Soil porosity,%,Belowground,Living,,,,,,
response combo 1837,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Piptochaetium stipoides,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1838,ABUNDANCE,Cover,vegetation,Forb,Reported_Introduced,,,,Species,Scleranthus annuus,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Introduced_Plant_Abundance
response combo 1839,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Aristida spegazzinii,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1840,DIVERSITY,Richness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Richness,count / m2,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1841,DIVERSITY,Richness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Richness,count / m2,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 1842,DIVERSITY,Richness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Richness,count / m2,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 1843,DIVERSITY,Richness,vegetation,Shrubs,Inferred_Native,,,,Higher_level,total,Richness,count / m2,Aboveground,Living,Plants,Plant_Diversity,Woody_Diversity,,,Native_Plant_Diversity
response combo 1844,ABUNDANCE,Cover,vegetation,Shrub,Reported_Native,,,,Species,Callianthe pauciflora,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1845,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Genus,Calotheca spp,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1846,ABUNDANCE,Cover,vegetation,Forb,Inferred_Native,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1847,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Chascolytrum subaristatum,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1848,ABUNDANCE,Cover,vegetation,Forb,Reported_Native,,,,Species,Cyclospermum leptophyllum,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1849,ABUNDANCE,Cover,vegetation,Forb,Reported_Native,,,,Species,Daucus pusillus,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1850,ABUNDANCE,Cover,vegetation,Forb,Reported_Introduced,,,,Species,Echium creticum,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Introduced_Plant_Abundance
response combo 1851,ABUNDANCE,Cover,vegetation,Shrub,Inferred_Native,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1852,ABUNDANCE,Cover,vegetation,Forb,Reported_Native,,,,Species,Eryngium nudicaule,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1853,ABUNDANCE,Cover,vegetation,Forb,Reported_Native,,,,Species,Eryngium paniculatum,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1854,ABUNDANCE,Cover,vegetation,Forb,Reported_Native,,,,Species,Evolvulus sericeus,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1855,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Melica argyrea,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1856,ABUNDANCE,Cover,vegetation,Shrub,Reported_Native,,,,Species,Mimosa rocae,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1857,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Nassella filiculmis,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1858,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Nassella melanosperma,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1859,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Nassella trichotoma,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1860,ABUNDANCE,Cover,vegetation,Shrub,Reported_Native,,,,Species,Pavonia cymbalaria,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1861,ABUNDANCE,Cover,vegetation,Forb,Reported_Introduced,,,,Species,Petrorhagia nanteuilii,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Introduced_Plant_Abundance
response combo 1862,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Piptochaetium hackelii,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1863,ABUNDANCE,Cover,vegetation,Grass,Reported_Native,,,,Species,Piptochaetium montevidense,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1864,DIVERSITY,Richness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Richness,species / m2,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1865,SOIL_COVER,Bare_Ground,soil,Cover,Inferred_Native,surface,,,,bare ground,Cover,%,Aboveground,Abiotic,Soil,Bare_Ground,,,,
response combo 1866,BIOMASS,Biomass,vegetation,Aboveground Biomass,Inferred_Native,aboveground,,,Higher_level,total,Aboveground biomass,g/m2,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1867,DIVERSITY,Richness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Richness,species / m2,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 1868,DIVERSITY,Richness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Richness,species / m2,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 1869,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Unspecified,,,"mature, >2.5 cm",Higher_level,total,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1870,SOIL_NUTRIENTS,Total_N,soil,Nitrogen,Unspecified,Organic,,,,Soil,percent Nitrogen,tonnes / ha,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 1871,SOIL_NUTRIENTS,Total_N,soil,Nitrogen,Unspecified,0-100 cm,,,,Soil,percent Nitrogen,tonnes / ha,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 1872,SOIL_NUTRIENTS,Total_P,soil,Phosphorous,Unspecified,Organic,,,,Soil,proportion Phosphorous,mg / kg,Belowground,Abiotic,Soil,Soil_Total_P,,,,
