"data_point_ID","EXCLUSION","Citation","Title","Lit_Source","experimental_mechanism","experimental_comparison","Latitude","Longitude","Site","Herbivores_Manipulated","Herbivore_nativeness","Fig_Num","Response_Sphere","Response","Species_Class","Species_Level","Species","time_series_clean","nutrient_measured","Nutrient_Grouping_Alt","experiment_id","Mean_Type","Error_bar","Raw_Mean_High_Megafauna","Error_Megafauna","N_Megafauna","Raw_Mean_Low_Megafauna","Error_Low_Megafauna","N_Low_Megafauna","Min_Megafauna","First_Qtr_Megafauna","Median_Megafauna","Third_Qtr_Megafauna","Maximum_Megafauna","Min_Low_Megafauna","First_Qtr_Low_Megafauna","Median_Low_Megafauna","Third_Qtr_Low_Megafauna","Maximum_Low_Megafauna","species_response_tag","SD_High_Megafauna","SD_Low_Megafauna","yi_smd","vi_smd","yi_rom","vi_rom","analysis_group_category","analysis_group","Invasive","Africa_Comparison","site_id"
"Keesing 1998 Oecologia_30","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35521,"","","experiment_5622","Mean","SE","3.359","1.438",9,"2.071","0.313",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",4.314,0.939,0.392872706138297,0.226509693423012,0.483611728216709,0.206114397112393,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_30","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35521,"","","experiment_5622","Mean","SE","3.359","1.438",9,"2.071","0.313",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",4.314,0.939,0.392872706138297,0.226509693423012,0.483611728216709,0.206114397112393,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_31","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35643,"","","experiment_5622","Mean","SE","1.484","0.532",9,"0.816","0.251",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",1.596,0.753,0.509764041389872,0.229440538274837,0.598082068763219,0.223132039667391,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_31","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35643,"","","experiment_5622","Mean","SE","1.484","0.532",9,"0.816","0.251",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",1.596,0.753,0.509764041389872,0.229440538274837,0.598082068763219,0.223132039667391,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_31","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35643,"","","experiment_5622","Mean","SE","1.484","0.532",9,"0.816","0.251",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",1.596,0.753,0.509764041389872,0.229440538274837,0.598082068763219,0.223132039667391,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_32","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35704,"","","experiment_5622","Mean","SE","1.797","0.281",9,"1.067","0.345",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",0.843,1.035,0.736464967183481,0.237288351330238,0.521267635481806,0.12899858280652,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_32","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35704,"","","experiment_5622","Mean","SE","1.797","0.281",9,"1.067","0.345",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",0.843,1.035,0.736464967183481,0.237288351330238,0.521267635481806,0.12899858280652,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_32","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Mus sp.",35704,"","","experiment_5622","Mean","SE","1.797","0.281",9,"1.067","0.345",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Mus sp.",0.843,1.035,0.736464967183481,0.237288351330238,0.521267635481806,0.12899858280652,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_33","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35400,"","","experiment_5623","Mean","SE","2.375","0.437",9,"1.625","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.311,3.375,0.278957780166728,0.224383817864321,0.379489621704904,0.513145940828402,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_33","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35400,"","","experiment_5623","Mean","SE","2.375","0.437",9,"1.625","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.311,3.375,0.278957780166728,0.224383817864321,0.379489621704904,0.513145940828402,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_33","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35400,"","","experiment_5623","Mean","SE","2.375","0.437",9,"1.625","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.311,3.375,0.278957780166728,0.224383817864321,0.379489621704904,0.513145940828402,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_34","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35156,"","","experiment_5623","Mean","SE","3.062","2.063",9,"2.375","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",6.189,3.375,0.131241436540999,0.222700675407371,0.254070859748887,0.678305892239344,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_34","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35156,"","","experiment_5623","Mean","SE","3.062","2.063",9,"2.375","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",6.189,3.375,0.131241436540999,0.222700675407371,0.254070859748887,0.678305892239344,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_34","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35156,"","","experiment_5623","Mean","SE","3.062","2.063",9,"2.375","1.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",6.189,3.375,0.131241436540999,0.222700675407371,0.254070859748887,0.678305892239344,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_35","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35278,"","","experiment_5623","Mean","SE","0.5","0.125",9,"2.75","0.312",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.375,0.936,-3.00503371749963,0.473061878980823,-1.70474809223843,0.0753719338842975,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_35","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35278,"","","experiment_5623","Mean","SE","0.5","0.125",9,"2.75","0.312",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.375,0.936,-3.00503371749963,0.473061878980823,-1.70474809223843,0.0753719338842975,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_35","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35278,"","","experiment_5623","Mean","SE","0.5","0.125",9,"2.75","0.312",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.375,0.936,-3.00503371749963,0.473061878980823,-1.70474809223843,0.0753719338842975,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_36","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35765,"","","experiment_5623","Mean","SE","0.438","0.25",9,"4.312","1.563",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.75,4.689,-1.0986555980993,0.255751225645415,-2.28693820221239,0.457174971074001,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_36","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35765,"","","experiment_5623","Mean","SE","0.438","0.25",9,"4.312","1.563",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.75,4.689,-1.0986555980993,0.255751225645415,-2.28693820221239,0.457174971074001,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_36","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35765,"","","experiment_5623","Mean","SE","0.438","0.25",9,"4.312","1.563",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",0.75,4.689,-1.0986555980993,0.255751225645415,-2.28693820221239,0.457174971074001,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_37","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35521,"","","experiment_5623","Mean","SE","7.875","4.5",9,"9.375","3.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",13.5,9.375,-0.122903439514317,0.222641812651235,-0.174353387144778,0.437641723356009,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_37","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35521,"","","experiment_5623","Mean","SE","7.875","4.5",9,"9.375","3.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",13.5,9.375,-0.122903439514317,0.222641812651235,-0.174353387144778,0.437641723356009,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_37","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35521,"","","experiment_5623","Mean","SE","7.875","4.5",9,"9.375","3.125",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",13.5,9.375,-0.122903439514317,0.222641812651235,-0.174353387144778,0.437641723356009,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_38","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35643,"","","experiment_5623","Mean","SE","0.875","0.375",9,"5.688","3.624",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.125,10.872,-0.593009173991195,0.231990552234381,-1.87189008512546,0.589609127847048,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_38","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35643,"","","experiment_5623","Mean","SE","0.875","0.375",9,"5.688","3.624",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.125,10.872,-0.593009173991195,0.231990552234381,-1.87189008512546,0.589609127847048,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_38","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35643,"","","experiment_5623","Mean","SE","0.875","0.375",9,"5.688","3.624",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",1.125,10.872,-0.593009173991195,0.231990552234381,-1.87189008512546,0.589609127847048,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_39","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35704,"","","experiment_5623","Mean","SE","8.375","1",9,"4.25","2.375",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",3,7.125,0.718564815608089,0.236564872061941,0.678332094774805,0.326540809868953,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_39","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35704,"","","experiment_5623","Mean","SE","8.375","1",9,"4.25","2.375",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",3,7.125,0.718564815608089,0.236564872061941,0.678332094774805,0.326540809868953,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_39","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Arvicanthis sp.",35704,"","","experiment_5623","Mean","SE","8.375","1",9,"4.25","2.375",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Arvicanthis sp.",3,7.125,0.718564815608089,0.236564872061941,0.678332094774805,0.326540809868953,"Vertebrates","Vertebrate_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_40","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Dendromus sp.",35400,"","","experiment_5624","Mean","SE","1.984","1.599",9,"2.652","1.741",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Dendromus sp.",4.797,5.223,-0.126852585270368,0.222669210510827,-0.290199063460935,1.08052493922761,"Vertebrates","Small_Mammal_Abundance","Native","Intact_Africa","site_227"
"Keesing 1998 Oecologia_40","","Keesing 1998 Oecologia","Impacts of ungulates on the demography and diversity of small mammals in central Kenya","","inside vs outside exclosure","high vs low",0.278595,36.905739,"KLEE, Mpala Research Centre, Kenya","Aepyceros melampus; Alcelaphus buselaphus; Equus grevyi; Equus quagga; Giraffa camelopardalis; Loxodonta africana; Madoqua kirkii; Nanger granti; Oryx gazella; Syncerus caffer; Tragelaphus oryx; Tragelaphus strepsiceros","Native","Figure 4","small mammals","Abundance","Rodent","","Dendromus sp.",35400,"","","experiment_5624","Mean","SE","1.984","1.599",9,"2.652","1.741",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodent Dendromus sp.",4.797,5.223,-0.126852585270368,0.222669210510827,-0.290199063460935,1.08052493922761,"Vertebrates","Vert_Herb_Abundance","Native","Intact_Africa","site_227"
